signal_power_db,peak_power_db,papr_db,amplitude_mean,amplitude_std,amplitude_skewness,amplitude_kurtosis,phase_variance,phase_range,inst_freq_mean,inst_freq_std,freq_deviation,constellation_radius_std,iq_power_ratio_db,iq_correlation,spectral_centroid,spectral_bandwidth,spectral_rolloff,occupied_bandwidth,c20,c21,c40,c42,autocorr_peak_ratio,frame_index,modulation,snr_db
0.2048535,7.1169977,6.912144,0.94271195,0.39949176,0.14866673946380615,-0.45864487,3.6884766,6.2686377,-841.251,12666.4795,76044.24,0.3901801,0.024031157,0.08162309047983683,19258.35888043168,26231.32762609554,84179.68749999999,76367.18749999999,(0.02004057914018631+0.0963057428598404j),1.0482994,(0.19795040786266327-0.06401681154966354j),-0.46628046,0.9621325,1228971,128APSK,8
0.01620128,9.303169,9.286968,0.8843137,0.4708788,0.6781643033027649,0.47078586,3.2041807,6.278117,1447.1808,53689.594,99966.43,0.47000134,0.5271575,-0.021276501890865336,47043.055498513946,30235.4485629445,94140.62499999999,99218.74999999999,(0.054344698786735535-0.016216108575463295j),1.0037374,(-0.024631289765238762+0.09050217270851135j),0.054791212,0.15577345,1205256,128APSK,-4
-0.1996747,8.2231655,8.42284,0.8805078,0.42399305,0.4090511202812195,-0.06672764,3.3763885,6.268917,64.09794,40590.367,99781.1,0.43385285,-0.46529245,0.05652025320019947,41077.191317052064,31790.786285715658,94726.56249999999,99218.74999999999,(-0.05514170229434967+0.04541880264878273j),0.9550641,(-0.046220563352108-0.09791111946105957j),-0.1874628,0.49046576,1213816,128APSK,0
0.051046234,5.7725143,5.721468,0.91807777,0.41104296,0.050585124641656876,-0.84748363,2.8389845,6.2764597,-151.39305,10854.591,84127.27,0.4086344,0.95001525,0.16450792863475577,12275.927759773738,19165.59576512003,65234.37499999999,13476.562499999998,(0.11191738396883011+0.15688660740852356j),1.0118232,(0.07152388989925385-0.1196647360920906j),-0.44549346,0.97702503,1238296,128APSK,12
-0.12358023,6.2796926,6.403273,0.9055842,0.38969594,0.20871692895889282,-0.6565504,2.994123,6.273218,-457.92545,10056.94,86911.36,0.39528006,0.097554244,-0.0021894830989889536,10145.891325147462,15008.524788387547,40624.99999999999,13867.187499999998,(0.014194559305906296-0.0032813623547554016j),0.97194564,(-0.0441831573843956-0.11418233811855316j),-0.37100387,0.9798652,1250405,128APSK,18
-0.00608643,9.104837,9.110924,0.8866977,0.46083272,0.7224171757698059,0.4687724,3.3208637,6.278275,1108.8761,57999.586,99878.55,0.4611557,0.06810756,-0.025933445404245612,50161.550330205224,29665.04944424574,95117.18749999999,98828.12499999999,(0.0077652521431446075-0.025937099009752274j),0.9985995,(0.05787042900919914-0.12639138102531433j),0.0320431,0.09166352,1196044,128APSK,-8
-0.1216061,7.7263107,7.8479166,0.8710222,0.46228534,0.7166810035705566,0.31885552,3.3370864,6.263114,1932.5505,57492.688,99916.77,0.46880305,-0.076588444,0.03526594025414779,50203.97264828222,28943.107882850218,94531.24999999999,98437.49999999999,(-0.00939820148050785+0.03438209742307663j),0.97238755,(-0.0866406187415123-0.11387671530246735j),0.0543257,0.052525137,1185569,128APSK,-14
0.122169144,9.694971,9.572802,0.90041584,0.46667027,0.6734285950660706,0.67466235,3.4163969,6.2768617,89.627625,52883.55,99948.734,0.46015242,0.22133508,-0.018293984457831636,46647.03434066017,30283.0682992966,94531.24999999999,99023.43749999999,(0.025585168972611427-0.020619070157408714j),1.0285299,(0.05632747709751129+0.02002488262951374j),0.020669699,0.17532694,1205557,128APSK,-4
0.012257812,9.025554,9.013296,0.8903638,0.45834345,0.5923542976379395,0.24775457,3.4894614,6.2716494,-1939.1776,54338.77,99981.09,0.457697,-0.22960028,-0.024868384548917724,47081.71127025683,30156.84322216931,94921.87499999999,99609.37499999999,(-0.023096051067113876-0.022048689424991608j),1.0028265,(0.01041732169687748-0.0751483142375946j),-0.038188815,0.15728563,1206553,128APSK,-4
-0.2724774,5.3293533,5.6018305,0.89362895,0.37498626,-0.0825774148106575,-0.7452862,3.657631,6.277707,-422.02023,11291.872,92443.78,0.38693613,-0.9553108,0.063670463068954,9257.739642385472,13083.944568836312,30078.124999999996,13867.187499999998,(-0.09024080634117126+0.04761015623807907j),0.9391874,(0.13920681178569794+0.07199069857597351j),-0.43407416,0.9804981,1254467,128APSK,20
-0.38294584,6.331566,6.714512,0.88032115,0.37501183,0.1529334932565689,-0.6436496,3.1486359,6.271669,-96.79768,11013.354,95529.76,0.39191532,-0.4841849,0.08721979385983251,15555.759449909612,22628.520825404645,76171.87499999999,40820.31249999999,(-0.06416422873735428+0.08146819472312927j),0.9155992,(0.13409309089183807+0.06974156200885773j),-0.3579036,0.97307205,1234993,128APSK,10
-0.018503044,10.593649,10.612152,0.8860147,0.4590497,0.7025721073150635,0.9312875,3.260272,6.2704697,1687.4694,52471.28,99926.94,0.46002865,0.3148645,0.05269466970832449,47181.18652077725,30206.29831197322,94921.87499999999,99023.43749999999,(0.034940265119075775+0.05205226689577103j),0.9957486,(0.11856994032859802-0.029015084728598595j),0.037284017,0.1623084,1207325,128APSK,-4
-0.058239758,9.002305,9.060545,0.8667294,0.48524177,0.7154887914657593,0.34182596,3.2482035,6.2504935,-1338.428,59112.01,99999.85,0.48850632,-0.37467477,0.03391867349680188,51783.46444462132,28579.333805211885,95117.18749999999,98437.49999999999,(-0.04274676740169525+0.033471327275037766j),0.9866793,(0.06686944514513016-0.01890823245048523j),0.14429152,0.07028212,1174029,128APSK,-20
0.22547522,6.913492,6.688017,0.9499733,0.38838083,0.2251589000225067,-0.110366344,2.9413514,6.2804585,-756.70734,11359.682,98960.18,0.37842867,0.14289123,-0.1783846489397976,9558.05606580995,13657.2944811775,32617.187499999996,12890.624999999998,(0.016799483448266983-0.17682304978370667j),1.0532889,(-0.0366695374250412+0.12860868871212006j),-0.5033488,0.97664434,1254799,128APSK,20
-0.00026249164,6.329722,6.329984,0.91389227,0.40588233,0.09917479008436203,-0.6258631,3.4810758,6.2640076,-169.72305,11168.397,91807.94,0.40589464,1.0736129,0.10121816916973586,10671.751274990178,16582.153648096486,52343.74999999999,13476.562499999998,(0.11012184619903564+0.08496572077274323j),0.99993956,(-0.1532144695520401+0.13375118374824524j),-0.4073261,0.97763026,1245065,128APSK,14
0.007221355,5.4789424,5.471721,0.91997194,0.39410135,-0.06442234665155411,-0.85649586,3.01488,6.2646832,-844.48694,11635.863,97707.41,0.39377385,-0.4161808,0.10708556715272996,9382.85042708162,14208.54335025861,31835.937499999996,13085.937499999998,(-0.04999383166432381+0.10092483460903168j),1.0016642,(0.21301162242889404+0.25194448232650757j),-0.47713697,0.9784208,1247361,128APSK,16
-0.040774833,7.902729,7.943504,0.87756103,0.46961874,0.6326830983161926,0.036107063,3.2310653,6.2708263,697.4526,57296.895,99966.22,0.47182852,-0.35832596,-0.0159382075956177,49207.938948164396,29853.533266954844,95117.18749999999,99414.06249999999,(-0.042109325528144836-0.01674007996916771j),0.9906552,(0.29320669174194336+0.10016360133886337j),0.024968028,0.07975595,1196151,128APSK,-8
0.1924541,5.71649,5.5240355,0.9408196,0.40021145,-0.03777425363659859,-0.79196835,2.7841637,6.2675085,367.414,9740.289,86861.56,0.39144143,0.16826835,0.05411327339185721,8583.395663217949,12782.912650627048,24414.062499999996,12890.624999999998,(0.030536003410816193+0.0474066287279129j),1.0453107,(0.3248019814491272-0.0328039824962616j),-0.5068859,0.9808355,1268453,128APSK,26
-0.23778282,5.5655203,5.8033032,0.8922844,0.38800636,0.08573165535926819,-0.685261,3.1837976,6.2608337,-1258.1515,10052.675,98029.95,0.39877507,0.46354818,-0.01611025000763971,11694.03120117136,17274.537772400974,53906.24999999999,15624.999999999998,(0.045869678258895874-0.010915130376815796j),0.94672036,(-0.3716335892677307-0.0026253380347043276j),-0.37137902,0.978853,1274793,128APSK,30
-0.011451505,11.0454235,11.056875,0.8852971,0.4621858,0.7360141277313232,0.9550941,3.3378677,6.2695894,-292.4069,55264.43,99757.06,0.46279556,-0.01488584,-0.05182416074515984,48975.34687541787,29389.965071622155,95117.18749999999,99023.43749999999,(-0.0016002524644136429-0.04979454353451729j),0.99736667,(-0.19548432528972626+0.034036166965961456j),0.06463647,0.08164575,1203421,128APSK,-6
-0.15899934,7.7637663,7.9227657,0.86782825,0.4592661,0.5209172368049622,-0.055280447,3.2097206,6.246873,-25.60609,57534.566,99758.38,0.46775064,0.0034259504,0.0036202821281196107,48651.65223917521,28613.26840205141,93945.31249999999,98828.12499999999,(0.0002993028610944748+0.004623969551175833j),0.9640511,(0.13699042797088623-0.09909436106681824j),-0.03231466,0.06405723,1185800,128APSK,-14
0.00076719234,8.762949,8.762182,0.88708234,0.46180257,0.7166256308555603,0.5207257,3.2113376,6.2779884,448.97104,52125.312,99698.81,0.46176177,0.08255592,-0.0009995122727914235,46373.13751216653,30388.31541155909,95117.18749999999,99023.43749999999,(0.00950143113732338-0.0010013040155172348j),1.0001767,(-0.15279284119606018-0.12300268560647964j),0.035903692,0.18137172,1205109,128APSK,-4
0.10261298,7.279172,7.176559,0.91673857,0.428368,0.23628702759742737,-0.38459563,3.3321958,6.2804193,127.04961,30300.322,99883.9,0.42333716,-0.8418621,0.002333837833489271,35591.94400200383,31426.573393059425,92578.12499999999,97851.56249999999,(-0.10456936806440353-0.0056389207020401955j),1.0239089,(-0.04865410551428795-0.11370423436164856j),-0.3199966,0.7307656,1219518,128APSK,2
0.06300181,7.291747,7.2287455,0.9166514,0.41756746,0.15342459082603455,-0.3533361,3.045982,6.272545,-1285.8265,22084.979,94590.41,0.41454968,0.5171879,0.06846316106956436,31086.54463430672,31055.16716452739,91210.93749999999,96679.68749999999,(0.05059469863772392+0.05945425480604172j),1.0146124,(0.12420700490474701-0.13329610228538513j),-0.35847998,0.8711549,1221092,128APSK,4
-0.067870446,8.114583,8.182453,0.87718403,0.46372598,0.7112300992012024,0.40632868,3.3898025,6.2735558,3911.5798,57396.8,99913.58,0.46736366,-0.2234995,-0.018520075624347963,49724.32491138156,28652.456095805206,94921.87499999999,98046.87499999999,(-0.02541225776076317-0.018711911514401436j),0.98449373,(-0.030523763969540596-0.11499341577291489j),0.051763535,0.04576006,1173525,128APSK,-20
0.0043404605,5.533683,5.529342,0.9209366,0.39099324,0.07557987421751022,-0.75377774,3.2615662,6.276363,-145.0083,11728.069,87764.9,0.3907979,-1.5259975,-0.09963968642182758,10914.972957210359,15342.995835997552,44140.62499999999,13671.874999999998,(-0.174043670296669-0.09808903932571411j),1.0009999,(-0.01858608052134514-0.11449475586414337j),-0.4775157,0.9772489,1266360,128APSK,26
